asset,feature,lag,pearson,spearman
BX,cpiaucsl_yoy_z,0,-0.14809302313790276,-0.13562008699988243
BX,cpilfesl_yoy_z,0,-0.0538792924205923,-0.09177728910404946
BX,pcepi_yoy_z,0,-0.1331238044449935,-0.1269872801330191
BX,fedfunds_diff_z,0,0.13533614364042854,-0.062252495999883695
BX,dgs2_diff_z,0,0.09548444397245714,0.01028351199769227
BX,dgs10_diff_z,0,0.04901978953511254,0.0546279398868205
BX,bamlh0a0hym2_diff_z,0,0.6010570060476165,0.5933645118845485
BX,bamlc0a0cm_diff_z,0,0.4714324072162426,0.5350856839074037
BX,stlfsi4_diff_z,0,0.4620675397900279,0.48701227623823673
BX,vixcls_diff_z,0,0.5388437732599995,0.5309819438262358
BX,cfnai_level_z,0,-0.004442394484163568,0.04688969736896935
BX,umcsent_level_z,0,0.019445057286262547,0.007652996217740943
BX,dtwexbgs_level_z,0,-0.00020891524196540006,-0.01989901362073927
BX,yield_curve_slope_diff_z,0,0.0563977448930501,0.002424479018720865
CG,a191rl1q225sbea_level_z,0,0.09640103841898774,0.17182325530751433
CG,indpro_yoy_z,0,-0.026178376917499472,-0.06252388344877001
CG,payems_level_z,0,0.004176664820440233,-0.004737879149749224
CG,rrsfs_yoy_z,0,0.1077166417756531,0.02579412467160258
CG,unrate_diff_z,0,-0.03161068732138163,0.0030445856367275702
CG,civpart_level_z,0,-0.06662297088226758,-0.02382495379221004
CG,cpiaucsl_yoy_z,0,-0.07084715232456607,-0.01776032959159303
CG,cpilfesl_yoy_z,0,-0.07095950635950397,-0.038022450441843804
CG,pcepi_yoy_z,0,-0.05588286596352633,-0.013637449247671365
CG,fedfunds_diff_z,0,0.0007899232411107917,-0.09529841365837836
CG,dgs2_diff_z,0,-0.032274504365365005,-0.043590388828713404
CG,dgs10_diff_z,0,-0.10213653095367929,-0.044899119998401835
CG,bamlh0a0hym2_diff_z,0,0.6291371994514384,0.6652768920021045
CG,bamlc0a0cm_diff_z,0,0.5091164861891702,0.6401460221212646
CG,stlfsi4_diff_z,0,0.46468473338601746,0.5096757821829472
CG,vixcls_diff_z,0,0.4968535089672191,0.5019136670480543
CG,cfnai_level_z,0,0.017508542070244083,-0.050257895798310755
CG,umcsent_level_z,0,-0.050368756895775045,-0.05827086189483957
CG,dtwexbgs_level_z,0,-0.03285330212002953,-0.05022991568391333
CG,yield_curve_slope_diff_z,0,0.11490538138383112,0.06571840627202111
HYG,a191rl1q225sbea_level_z,0,-0.016074916223838175,-0.0034545699308079674
HYG,indpro_yoy_z,0,-0.08376570915412239,-0.04086598333173675
HYG,payems_level_z,0,-0.07705347887714531,-0.08845787572620772
HYG,rrsfs_yoy_z,0,-0.013115614992615791,-0.004417822306621661
HYG,unrate_diff_z,0,-0.06121168570189704,0.023235507132321014
HYG,civpart_level_z,0,-0.02908300416877239,0.016330949826210403
HYG,cpiaucsl_yoy_z,0,-0.21226820264904905,-0.16487493167589864
HYG,cpilfesl_yoy_z,0,-0.09659408966298699,-0.11155339422865611
HYG,pcepi_yoy_z,0,-0.19082253157537568,-0.14678665411945024
HYG,fedfunds_diff_z,0,0.14661665968676701,-0.042000914407007844
HYG,dgs2_diff_z,0,0.01263882441957354,-0.11942995306447353
HYG,dgs10_diff_z,0,-0.05354398075604292,-0.11363341166086394
HYG,bamlh0a0hym2_diff_z,0,0.830853933879628,0.7871710853236813
HYG,bamlc0a0cm_diff_z,0,0.7012423216368604,0.6340832980297209
HYG,stlfsi4_diff_z,0,0.6312152207281458,0.5610093371576046
HYG,vixcls_diff_z,0,0.6580187984757505,0.6460610336367554
HYG,cfnai_level_z,0,-0.007857978046664323,0.025390572811649657
HYG,umcsent_level_z,0,-0.017372045837254005,-0.04781572457905991
HYG,dtwexbgs_level_z,0,-0.0438294131050509,-0.03737174435565431
HYG,yield_curve_slope_diff_z,0,0.09481643878331791,0.02827421252758339
IEF,a191rl1q225sbea_level_z,0,-0.025511309113822638,-0.03263769009427758
IEF,indpro_yoy_z,0,0.043628295290798876,0.07700018715735367
IEF,payems_level_z,0,-0.06622732178020113,-0.06146886568949225
IEF,rrsfs_yoy_z,0,-0.05826867954106049,-0.03022363021358762
IEF,unrate_diff_z,0,-0.03181713692034894,-0.06573157629926363
IEF,civpart_level_z,0,0.1279007134944408,0.13482380449542358
IEF,cpiaucsl_yoy_z,0,-0.10651913662631857,-0.02452765592261728
IEF,cpilfesl_yoy_z,0,-0.13573393985768034,-0.017464976468386382
IEF,pcepi_yoy_z,0,-0.11057455311220354,-0.026578170148858566
IEF,fedfunds_diff_z,0,-0.17242963533028152,-0.09074500418478236
IEF,dgs2_diff_z,0,-0.771397673117877,-0.8025049289796378
IEF,dgs10_diff_z,0,-0.9903854169496593,-0.9880043002248429
IEF,bamlh0a0hym2_diff_z,0,-0.3065625781779056,-0.29124189962605057
IEF,bamlc0a0cm_diff_z,0,-0.2735019181986759,-0.3184207057421307
IEF,stlfsi4_diff_z,0,-0.09925681762075927,-0.14815558710348886
IEF,vixcls_diff_z,0,-0.03725114382262038,-0.030877803226662212
IEF,cfnai_level_z,0,-0.04913231262166935,0.006644645696869053
IEF,umcsent_level_z,0,-0.004075021884870024,0.0033958104950011225
IEF,dtwexbgs_level_z,0,-0.09935033361839163,-0.08367852841334796
IEF,yield_curve_slope_diff_z,0,0.41138065095961146,0.4057317814612049
JNK,a191rl1q225sbea_level_z,0,-0.021261004868976377,-0.01038337839289102
JNK,indpro_yoy_z,0,-0.0978308362026778,-0.03928875947269057
JNK,payems_level_z,0,-0.08737245267355005,-0.11329696861307342
JNK,rrsfs_yoy_z,0,-0.01621453724782932,-0.024294924514447862
JNK,unrate_diff_z,0,-0.05581465568285533,0.010111863877186168
JNK,civpart_level_z,0,-0.024223641898270327,0.0443211013461397
JNK,cpiaucsl_yoy_z,0,-0.22017211679785073,-0.17247507219836952
JNK,cpilfesl_yoy_z,0,-0.0987224901981739,-0.11933354576173845
JNK,pcepi_yoy_z,0,-0.19785152269526501,-0.15514368514583882
JNK,fedfunds_diff_z,0,0.212076820907366,-0.051990005854001
JNK,dgs2_diff_z,0,0.028253821244846985,-0.13696709762254108
JNK,dgs10_diff_z,0,-0.047910331576229745,-0.11813393661143264
JNK,bamlh0a0hym2_diff_z,0,0.8778302936281309,0.8244432824840648
JNK,bamlc0a0cm_diff_z,0,0.7371803474912394,0.684961011536857
JNK,stlfsi4_diff_z,0,0.6701338945329639,0.5720768319116164
JNK,vixcls_diff_z,0,0.6505466419354365,0.6302582393782266
JNK,cfnai_level_z,0,-0.006697981396831699,0.022062025803620045
JNK,umcsent_level_z,0,-0.00789777833026967,-0.05176070075362833
JNK,dtwexbgs_level_z,0,-0.053442706961607224,-0.056195727227990704
JNK,yield_curve_slope_diff_z,0,0.10664464238178822,0.018590901651857027
KKR,a191rl1q225sbea_level_z,0,-0.02461769786112913,0.08007976136946199
KKR,indpro_yoy_z,0,-0.00517026254489393,-0.005057373565660858
KKR,payems_level_z,0,-0.030947320356926544,-0.03861129662234635
KKR,rrsfs_yoy_z,0,0.08780003211563087,-0.021759456013599656
KKR,unrate_diff_z,0,0.008974466289848588,0.03621159273621706
KKR,civpart_level_z,0,-0.017490134979649737,0.015550511972935782
KKR,cpiaucsl_yoy_z,0,-0.06950078222449743,-0.05747272984842046
KKR,cpilfesl_yoy_z,0,-0.07735188880631394,-0.0783781595936292
KKR,pcepi_yoy_z,0,-0.053315688040736206,-0.04087993038269281
KKR,fedfunds_diff_z,0,0.022445876133370252,-0.053578643398675435
KKR,dgs2_diff_z,0,-0.04245650285235291,-0.06788776649292312
KKR,dgs10_diff_z,0,-0.004028065568124459,-0.001932789523818933
KKR,bamlh0a0hym2_diff_z,0,0.617525764509098,0.6301213643844134
KKR,bamlc0a0cm_diff_z,0,0.512066278960962,0.5997350374186933
KKR,stlfsi4_diff_z,0,0.45229797709541325,0.517491348430575
KKR,vixcls_diff_z,0,0.5798701718171865,0.565058921861643
KKR,cfnai_level_z,0,0.04105357533841072,-0.027874790364754484
KKR,umcsent_level_z,0,-0.05462062531229442,-0.05472650157828476
KKR,dtwexbgs_level_z,0,-0.038130899961072856,-0.02968754664134648
KKR,yield_curve_slope_diff_z,0,-0.05093583382230203,-0.027413119110512134
PSP,a191rl1q225sbea_level_z,0,0.06287041309661175,0.02482835932481599
PSP,indpro_yoy_z,0,-0.023962693647497636,-0.07254869855626161
PSP,payems_level_z,0,-0.01991045577414444,-0.06421010227021688
PSP,rrsfs_yoy_z,0,0.1119799193891572,0.025346900055878266
PSP,unrate_diff_z,0,-0.03504995372258443,0.0864184032881418
PSP,civpart_level_z,0,-0.15169298146530708,-0.064838277292645
PSP,cpiaucsl_yoy_z,0,-0.18364227423576637,-0.17811963146336074
PSP,cpilfesl_yoy_z,0,-0.09086264588704589,-0.13788624225176405
PSP,pcepi_yoy_z,0,-0.15949581127415347,-0.16510805296739567
PSP,fedfunds_diff_z,0,0.2252988484905532,-0.02670122603375422
PSP,dgs2_diff_z,0,0.1128407279913499,0.028826122013741226
PSP,dgs10_diff_z,0,0.11301061376560517,0.08372651294995047
PSP,bamlh0a0hym2_diff_z,0,0.7874925501980099,0.7762035583705731
PSP,bamlc0a0cm_diff_z,0,0.6552880913429625,0.6940658542731815
PSP,stlfsi4_diff_z,0,0.5791153670082317,0.603903681467909
PSP,vixcls_diff_z,0,0.6410731844285,0.6691790253057042
PSP,cfnai_level_z,0,0.04251494008645192,0.07861822014763904
PSP,umcsent_level_z,0,0.0686884929774251,-0.0026790754541316715
PSP,dtwexbgs_level_z,0,0.0026966993770473576,-0.017514071579814654
PSP,yield_curve_slope_diff_z,0,-0.013306582852105883,-0.062084376083063865
SPY,a191rl1q225sbea_level_z,0,-0.0024992068373368512,0.04058336452151166
SPY,indpro_yoy_z,0,-0.0252216889691413,-0.00030584250480446615
SPY,payems_level_z,0,-0.017071978164480455,-0.016162178694189448
SPY,rrsfs_yoy_z,0,0.096328687950374,0.04731064012379774
SPY,unrate_diff_z,0,-0.0911466504927718,0.12764518509726838
SPY,civpart_level_z,0,-0.14610742994062467,-0.11474299241663106
SPY,cpiaucsl_yoy_z,0,-0.1626170085045102,-0.12109719857395225
SPY,cpilfesl_yoy_z,0,-0.06881496140543786,-0.07792501837337436
SPY,pcepi_yoy_z,0,-0.13977423110873366,-0.11125819954625754
SPY,fedfunds_diff_z,0,0.1444323703078267,-0.049499295296512875
SPY,dgs2_diff_z,0,0.12688826745327575,0.052523584472770335
SPY,dgs10_diff_z,0,0.08486785315986838,0.07928871699217739
SPY,bamlh0a0hym2_diff_z,0,0.7222688682526884,0.748881134849534
SPY,bamlc0a0cm_diff_z,0,0.6172402125605683,0.6378217069787953
SPY,stlfsi4_diff_z,0,0.6280598943417074,0.635377304660218
SPY,vixcls_diff_z,0,0.7701481708838462,0.7510089961169694
SPY,cfnai_level_z,0,-0.01281107404360439,0.09438683832117949
SPY,umcsent_level_z,0,0.02916016957358944,-0.022480183309157853
SPY,dtwexbgs_level_z,0,0.009667665728674946,0.0164063999612908
SPY,yield_curve_slope_diff_z,0,0.046441060357574615,-0.01877359457315555
SRLN,a191rl1q225sbea_level_z,0,-0.025483356887937177,0.03613484921943536
SRLN,indpro_yoy_z,0,-0.16005163637814804,-0.182803540425784
SRLN,payems_level_z,0,-0.05596572594166044,0.08047398172038633
SRLN,rrsfs_yoy_z,0,-0.011212429215258524,-0.1497943636006915
SRLN,unrate_diff_z,0,-0.13167296973066125,0.05130364557762071
SRLN,civpart_level_z,0,-0.2140485167887482,-0.13195718707499063
SRLN,cpiaucsl_yoy_z,0,-0.10104034073373813,0.008310597955852032
SRLN,cpilfesl_yoy_z,0,-0.06145272557089223,0.02200364999981491
SRLN,pcepi_yoy_z,0,-0.0764865819933258,0.012552889829975163
SRLN,fedfunds_diff_z,0,0.18849720065313225,-0.05579529930575585
SRLN,dgs2_diff_z,0,0.13759904232826073,0.0595171877638056
SRLN,dgs10_diff_z,0,0.09298314596879345,0.09073433601411966
SRLN,bamlh0a0hym2_diff_z,0,0.8709619632788598,0.8062774415664602
SRLN,bamlc0a0cm_diff_z,0,0.8640444527829944,0.755553543322619
SRLN,stlfsi4_diff_z,0,0.8183845980644512,0.5684597074817592
SRLN,vixcls_diff_z,0,0.5242861368684405,0.4881763260021011
SRLN,cfnai_level_z,0,-0.01748603684103417,0.006534471694906355
SRLN,umcsent_level_z,0,-0.08922709964107102,-0.1352309347170181
SRLN,dtwexbgs_level_z,0,0.013929969663607543,0.11933400398136797
SRLN,yield_curve_slope_diff_z,0,0.06357931612669288,-0.036244057031053545
VBR,a191rl1q225sbea_level_z,0,0.07970596664851612,0.040729060339312874
VBR,indpro_yoy_z,0,-0.04547232857746725,-0.04866273788384375
VBR,payems_level_z,0,-0.07246942314545596,-0.09491342831188632
VBR,rrsfs_yoy_z,0,0.0958180334574309,0.08387570925789825
VBR,unrate_diff_z,0,-0.05943224212031729,0.11209932031919592
VBR,civpart_level_z,0,-0.0965851980746691,-0.057811403838182555
VBR,cpiaucsl_yoy_z,0,-0.1326396055975706,-0.14983178662235752
VBR,cpilfesl_yoy_z,0,-0.07641907464253601,-0.14352869213528277
VBR,pcepi_yoy_z,0,-0.11306448148851664,-0.13130777342091687
VBR,fedfunds_diff_z,0,0.1799904929191384,-0.07936212005211436
VBR,dgs2_diff_z,0,0.17611212932136336,0.08743673897324525
VBR,dgs10_diff_z,0,0.15385836527540384,0.12983933693212005
VBR,bamlh0a0hym2_diff_z,0,0.7352809868877126,0.7319612056183459
VBR,bamlc0a0cm_diff_z,0,0.618164788817829,0.6293163765306472
VBR,stlfsi4_diff_z,0,0.6088913984675004,0.589001538342151
VBR,vixcls_diff_z,0,0.698355180694178,0.6849008350199092
VBR,cfnai_level_z,0,0.006256674690064968,0.0741493155632128
VBR,umcsent_level_z,0,-0.0017650951462236614,-0.045769262464147406
VBR,dtwexbgs_level_z,0,-0.04030349778707908,-0.05094378681951015
VBR,yield_curve_slope_diff_z,0,0.011720411251578728,-0.049127069506749374
