asset,feature,lag,pearson,spearman
APO,a191rl1q225sbea_level_z,1,0.038789312583437076,-0.016956304219471367
APO,indpro_yoy_z,1,-0.05079281719862259,-0.05651072069250263
APO,payems_level_z,1,0.007416626031585879,0.017997095589282152
APO,rrsfs_yoy_z,1,-0.04800638912082359,-0.12291807853298782
APO,unrate_diff_z,1,-0.1436331587541614,-0.05024817409066942
APO,civpart_level_z,1,-0.03499682869330806,0.0239194922367804
APO,cpiaucsl_yoy_z,1,-0.025963308728682407,-0.00877359833708249
APO,cpilfesl_yoy_z,1,0.004740434178491508,0.029683077536376317
APO,pcepi_yoy_z,1,-0.011286276288676482,-0.005559383809333978
APO,fedfunds_diff_z,1,-0.14029250556643358,-0.0849337162364507
APO,dgs2_diff_z,1,-0.007945735707019404,0.011344250601659854
APO,dgs10_diff_z,1,0.07271040971752818,0.053327592633776004
APO,bamlh0a0hym2_diff_z,1,-0.05446084691041877,0.014745815232031204
APO,bamlc0a0cm_diff_z,1,-0.06847582824211502,-0.00938488977216967
APO,stlfsi4_diff_z,1,-0.010216911105918153,0.015031179703294512
APO,vixcls_diff_z,1,-0.020430203332781394,-0.020973310113235576
APO,cfnai_level_z,1,-0.14144637177900216,-0.03240826465832284
APO,umcsent_level_z,1,-0.009315178514441193,0.007196248111389333
APO,dtwexbgs_level_z,1,0.06723613052662301,0.08486579052126465
APO,yield_curve_slope_diff_z,1,-0.12361527568860461,-0.12365452734857915
ARCC,a191rl1q225sbea_level_z,1,0.02503235544565523,-0.021470265514160296
ARCC,indpro_yoy_z,1,-0.16908091221204116,-0.049348372872226307
ARCC,payems_level_z,1,-0.09829519251293944,-0.10777524684229026
ARCC,rrsfs_yoy_z,1,-0.1020259049589558,-0.029999041389164045
ARCC,unrate_diff_z,1,-0.11248387217396755,-0.03861161971361177
ARCC,civpart_level_z,1,-0.011175953096047938,0.00501334731637553
ARCC,cpiaucsl_yoy_z,1,-0.1843163336976675,-0.1814202960738039
ARCC,cpilfesl_yoy_z,1,-0.06136828108041799,-0.09679687036386127
ARCC,pcepi_yoy_z,1,-0.16918657162131562,-0.14661815791515836
ARCC,fedfunds_diff_z,1,-0.0017554361583722396,-0.03388428947439894
ARCC,dgs2_diff_z,1,0.05556926595089219,0.022977926866168938
ARCC,dgs10_diff_z,1,-0.015566309439207605,0.01929994229305004
ARCC,bamlh0a0hym2_diff_z,1,0.09932368025111203,0.11702437496455506
ARCC,bamlc0a0cm_diff_z,1,0.17048834558609072,0.09855782233980526
ARCC,stlfsi4_diff_z,1,0.1573105230713099,0.11889056772585554
ARCC,vixcls_diff_z,1,0.21497556170578938,0.10587868766033688
ARCC,cfnai_level_z,1,-0.11389041898527696,-0.038149533651979345
ARCC,umcsent_level_z,1,-0.0867073672149167,-0.05279414856544761
ARCC,dtwexbgs_level_z,1,0.03119434152013958,0.030926162070545903
ARCC,yield_curve_slope_diff_z,1,0.09744254397187152,-0.02224993254306556
BIZD,a191rl1q225sbea_level_z,1,0.05760015869855887,-0.03069497896206639
BIZD,indpro_yoy_z,1,-0.12374744982551401,-0.13303427416724653
BIZD,payems_level_z,1,-0.06315032350518024,-0.001474382602285853
BIZD,rrsfs_yoy_z,1,-0.05482522677009461,-0.06893697188654752
BIZD,unrate_diff_z,1,-0.14763497601039005,-0.04634866340345542
BIZD,civpart_level_z,1,-0.21151673252481304,-0.11069459957269763
BIZD,cpiaucsl_yoy_z,1,-0.058917039863370414,-0.02701466278727305
BIZD,cpilfesl_yoy_z,1,-0.027469064643797867,0.010421758819940187
BIZD,pcepi_yoy_z,1,-0.0357299388155918,-0.001619032432060942
BIZD,fedfunds_diff_z,1,-0.2651122472493962,-0.15675295290597385
BIZD,dgs2_diff_z,1,0.01589336222546108,-0.0075050370842451326
BIZD,dgs10_diff_z,1,0.05998237188498606,0.023168163127696418
BIZD,bamlh0a0hym2_diff_z,1,-0.02908765325517069,0.04872633226635817
BIZD,bamlc0a0cm_diff_z,1,-0.09940928612726137,-0.003951497899518938
BIZD,stlfsi4_diff_z,1,-0.06958136062356798,0.01799583303924789
BIZD,vixcls_diff_z,1,0.12921309404634143,0.01563879243118114
BIZD,cfnai_level_z,1,-0.1726771951595948,-0.019441065147929856
BIZD,umcsent_level_z,1,-0.07339652777543047,-0.04666892651945331
BIZD,dtwexbgs_level_z,1,0.06312793256836853,0.10048117894942303
BIZD,yield_curve_slope_diff_z,1,-0.07253979554046729,-0.028024376549470317
BKLN,a191rl1q225sbea_level_z,1,-0.009992779050407718,-0.043572128386514135
BKLN,indpro_yoy_z,1,-0.08722863873661547,-0.05805290583444859
BKLN,payems_level_z,1,0.02854844560796975,0.06862723881659501
BKLN,rrsfs_yoy_z,1,-0.10573021559375502,-0.16996725419288702
BKLN,unrate_diff_z,1,-0.09656499056868456,-0.09670592033278057
BKLN,civpart_level_z,1,-0.05929663273366897,-0.013994633440859246
BKLN,cpiaucsl_yoy_z,1,-0.04991877757312638,-0.02866938124661864
BKLN,cpilfesl_yoy_z,1,0.0201601717400912,0.07520145790028189
BKLN,pcepi_yoy_z,1,-0.025050488371376436,-0.002953387055440075
BKLN,fedfunds_diff_z,1,-0.1500313494018176,-0.08539199585715662
BKLN,dgs2_diff_z,1,0.015370209492309628,-0.07583263562463244
BKLN,dgs10_diff_z,1,0.017048692038336657,-0.05377865262529583
BKLN,bamlh0a0hym2_diff_z,1,-0.026345401181246314,0.03260344625379741
BKLN,bamlc0a0cm_diff_z,1,-0.025096156697649277,0.05567357700950574
BKLN,stlfsi4_diff_z,1,-0.008563209739313881,0.02827984851504883
BKLN,vixcls_diff_z,1,0.10134562738722053,-0.022615729640947404
BKLN,cfnai_level_z,1,-0.09649269344046553,-0.013423514612783002
BKLN,umcsent_level_z,1,-0.1380993056790854,-0.1546726350956356
BKLN,dtwexbgs_level_z,1,0.08541989227239292,0.14887220528616854
BKLN,yield_curve_slope_diff_z,1,-0.004919446719172726,-0.057310791061655396
BX,a191rl1q225sbea_level_z,1,0.0684672982279063,0.06971924108001216
BX,indpro_yoy_z,1,-0.045033476434429974,0.007434277422966628
BX,payems_level_z,1,-0.004698818173733398,-0.013878003358963522
BX,rrsfs_yoy_z,1,0.027212676022101406,0.023710397934351687
BX,unrate_diff_z,1,-0.05080593029532507,0.040148534536228735
BX,civpart_level_z,1,-0.10457054804703532,-0.053749449087205914
BX,cpiaucsl_yoy_z,1,-0.1843105404464604,-0.1842562866315537
BX,cpilfesl_yoy_z,1,-0.06498394339182305,-0.10208735590160753
BX,pcepi_yoy_z,1,-0.16379527987894205,-0.16426931118397756
BX,fedfunds_diff_z,1,0.010052764330419982,-0.0727198307287365
BX,dgs2_diff_z,1,0.07887547388020597,0.09126718146704192
BX,dgs10_diff_z,1,0.06928170593775192,0.06268072057630811
BX,bamlh0a0hym2_diff_z,1,0.10884869524225933,0.06239261970984265
BX,bamlc0a0cm_diff_z,1,0.11926363872544002,0.02926854684288961
BX,stlfsi4_diff_z,1,0.09211967795807496,0.010223131148102872
BX,vixcls_diff_z,1,0.03759151648933911,-0.022571346637448482
BX,cfnai_level_z,1,-0.04365481808538892,-0.00016739121988418356
BX,umcsent_level_z,1,-0.005147237987454948,0.015045286674313487
BX,dtwexbgs_level_z,1,0.07231057642991394,0.07106152131957325
BX,yield_curve_slope_diff_z,1,0.004674120005939423,-0.04001765291317199
CG,a191rl1q225sbea_level_z,1,0.11697490961898131,0.09382976521686005
